,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
74,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,11,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:SB-1,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,SB-1,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ASB-1,SB-1,,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,11.0,0.0334560054,,,,
75,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,45,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Blautia:producta,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,producta,Blautia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ABlautia%253Aproducta,Lachnospiraceae,Blautia,producta,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,266.0,0.851417963,45.0,0.5411906194
76,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Aggregatibacter,3,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Aggregatibacter,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,Aggregatibacter,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AAggregatibacter,Pasteurellaceae,Aggregatibacter,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,47.0,0.1415790583,47.0,0.1429483865,3.0,0.0096024582,,
77,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,289,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Veillonella,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Veillonella,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253AVeillonella,Veillonellaceae,Veillonella,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,552.0,1.6788831777,343.0,1.0978810576,,
78,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,2,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Lactococcus,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,Lactococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253ALactococcus,Streptococcaceae,Lactococcus,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,16.0,0.0481898681,10.0,0.0301232039,10.0,0.0304145503,2.0,0.0064016388,,
79,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,13,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:aerofaciens,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,aerofaciens,Collinsella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella%253Aaerofaciens,Coriobacteriaceae,Collinsella,aerofaciens,MGYA00005318,33202.0,100.0,23.0,0.0692729354,20.0,0.0602373351,20.0,0.0602464078,20.0,0.0608291006,16.0,0.0512131106,13.0,0.1563439567
80,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Hylemonella,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Hylemonella,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Hylemonella,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253AHylemonella,Comamonadaceae,Hylemonella,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,90.0,0.2737309529,1.0,0.0032008194,,
81,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae,15,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales:Ectothiorhodospiraceae,Gammaproteobacteria,Proteobacteria,Bacteria,Chromatiales,Bacteria,Ectothiorhodospiraceae,Chromatiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales%253AEctothiorhodospiraceae,Ectothiorhodospiraceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,37.0,0.1114558544,15.0,0.0456218255,,,,
82,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,28,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:caccae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,caccae,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acaccae,Bacteroidaceae,Bacteroides,caccae,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,28.0,0.3367408298
83,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Mogibacteriaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Mogibacteriaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AMogibacteriaceae,Mogibacteriaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1.0,0.003041455,,,,
84,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,916,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:uniformis,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,uniformis,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Auniformis,Bacteroidaceae,Bacteroides,uniformis,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,916.0,11.0162357186
85,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae,2,Bacteria:Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae,Betaproteobacteria,Proteobacteria,Bacteria,Rhodocyclales,Bacteria,Rhodocyclaceae,Rhodocyclales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ARhodocyclales%253ARhodocyclaceae,Rhodocyclaceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,5.0,0.015061602,5.0,0.0152072752,,,,
86,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,97,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Dorea,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea,Lachnospiraceae,Dorea,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,101.0,0.3232827604,,
87,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Paludibacter,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Paludibacter,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253APaludibacter,Porphyromonadaceae,Paludibacter,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,3188.0,9.6961586423,1.0,0.0032008194,,
88,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,7,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,Streptococcus,Streptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae%253AStreptococcus,Streptococcaceae,Streptococcus,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,16.0,0.0481898681,10.0,0.0301232039,10.0,0.0304145503,7.0,0.0224057359,,
89,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales,22,Bacteria:Proteobacteria:Gammaproteobacteria:Chromatiales,Gammaproteobacteria,Proteobacteria,Bacteria,Chromatiales,Bacteria,Chromatiales,Gammaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AChromatiales,,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,37.0,0.1114558544,,,,,,
90,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Tepidibacter,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Peptostreptococcaceae:Tepidibacter,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Tepidibacter,Peptostreptococcaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253APeptostreptococcaceae%253ATepidibacter,Peptostreptococcaceae,Tepidibacter,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,57.0,0.1733629368,1.0,0.0032008194,,
91,organisms,Bacteria:Proteobacteria:Betaproteobacteria,1,Bacteria:Proteobacteria:Betaproteobacteria,Betaproteobacteria,Proteobacteria,Bacteria,,Bacteria,Betaproteobacteria,Proteobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria,,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,,,,,,,,
92,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,6,Bacteria:Firmicutes:Clostridia:Clostridiales:Christensenellaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Christensenellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AChristensenellaceae,Christensenellaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,6.0,0.0182487302,,,,
93,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,36,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:acidifaciens,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,acidifaciens,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aacidifaciens,Bacteroidaceae,Bacteroides,acidifaciens,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,36.0,0.4329524955
94,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Ramlibacter,4,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Ramlibacter,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Ramlibacter,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253ARamlibacter,Comamonadaceae,Ramlibacter,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,90.0,0.2737309529,4.0,0.0128032776,,
95,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,2,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,Collinsella,Coriobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella,Coriobacteriaceae,Collinsella,,MGYA00005318,33202.0,100.0,23.0,0.0692729354,20.0,0.0602373351,20.0,0.0602464078,20.0,0.0608291006,16.0,0.0512131106,,
96,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,131,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:S24-7,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,S24-7,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AS24-7,S24-7,,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,131.0,0.3984306092,,,,
97,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Mannheimia,2,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Mannheimia,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,Mannheimia,Pasteurellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae%253AMannheimia,Pasteurellaceae,Mannheimia,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,47.0,0.1415790583,47.0,0.1429483865,2.0,0.0064016388,,
98,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,17400,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Bacteroides,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides,Bacteroidaceae,Bacteroides,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,,
99,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae,3,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Burkholderiaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae,Burkholderiaceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,10.0,0.0304145503,,,,
100,organisms,Bacteria:Proteobacteria:Gammaproteobacteria,3,Bacteria:Proteobacteria:Gammaproteobacteria,Gammaproteobacteria,Proteobacteria,Bacteria,,Bacteria,Gammaproteobacteria,Proteobacteria,class,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria,,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,,,,,,,,
101,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,2070,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Sutterella,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Sutterella,Alcaligenaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AAlcaligenaceae%253ASutterella,Alcaligenaceae,Sutterella,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,2092.0,6.3627239271,2070.0,6.6256961782,,
102,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,154,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Ruminococcaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae,Ruminococcaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,237.0,0.7208248426,,,,
103,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,6,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Clostridium,Clostridiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium,Clostridiaceae,Clostridium,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,157.0,0.47750844,15.0,0.0480122911,,
104,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,142,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Prevotella,Prevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APrevotellaceae%253APrevotella,Prevotellaceae,Prevotella,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,5025.0,15.2833115362,5038.0,16.1257281864,,
105,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia,7,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Burkholderiaceae:Lautropia,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Lautropia,Burkholderiaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253ABurkholderiaceae%253ALautropia,Burkholderiaceae,Lautropia,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,10.0,0.0304145503,7.0,0.0224057359,,
106,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,1739,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides:distasonis,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,distasonis,Parabacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides%253Adistasonis,Porphyromonadaceae,Parabacteroides,distasonis,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,3188.0,9.6961586423,2773.0,8.8758722233,1739.0,20.9140108238
107,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales:Methylophilaceae:Methylobacillus,2,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales:Methylophilaceae:Methylobacillus,Betaproteobacteria,Proteobacteria,Bacteria,Methylophilales,Bacteria,Methylobacillus,Methylophilaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMethylophilales%253AMethylophilaceae%253AMethylobacillus,Methylophilaceae,Methylobacillus,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,15.0,0.0451848059,3.0,0.0091243651,2.0,0.0064016388,,
108,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,4,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Dorea:formicigenerans,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,formicigenerans,Dorea,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ADorea%253Aformicigenerans,Lachnospiraceae,Dorea,formicigenerans,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,101.0,0.3232827604,4.0,0.0481058328
109,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans,4,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Limnohabitans,Comamonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae%253ALimnohabitans,Comamonadaceae,Limnohabitans,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,90.0,0.2737309529,4.0,0.0128032776,,
110,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,1,Bacteria:Proteobacteria:Betaproteobacteria:Thiobacterales,Betaproteobacteria,Proteobacteria,Bacteria,Thiobacterales,Bacteria,Thiobacterales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AThiobacterales,,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,1.0,0.0030123204,,,,,,
111,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,75,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,Comamonadaceae,Burkholderiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AComamonadaceae,Comamonadaceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,90.0,0.2737309529,,,,
