,type,id,attributes_count,attributes.lineage,attributes.hierarchy.class,attributes.hierarchy.phylum,attributes.hierarchy.kingdom,attributes.hierarchy.order,attributes.domain,attributes.name,attributes.parent,attributes.rank,attributes.pipeline-version,links.self,attributes.hierarchy.family,attributes.hierarchy.genus,attributes.hierarchy.species,Sample_id,attributes.domain_count,attributes.domain_relative_abundance,attributes.hierarchy.phylum_count,attributes.hierarchy.phylum_relative_abundance,attributes.hierarchy.class_count,attributes.hierarchy.class_relative_abundance,attributes.hierarchy.order_count,attributes.hierarchy.order_relative_abundance,attributes.hierarchy.family_count,attributes.hierarchy.family_relative_abundance,attributes.hierarchy.genus_count,attributes.hierarchy.genus_relative_abundance,attributes.hierarchy.species_count,attributes.hierarchy.species_relative_abundance
112,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Procabacteriales:Procabacteriaceae,3,Bacteria:Proteobacteria:Betaproteobacteria:Procabacteriales:Procabacteriaceae,Betaproteobacteria,Proteobacteria,Bacteria,Procabacteriales,Bacteria,Procabacteriaceae,Procabacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AProcabacteriales%253AProcabacteriaceae,Procabacteriaceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,3.0,0.0090369612,3.0,0.0091243651,,,,
113,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Dysgonomonas,372,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Dysgonomonas,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Dysgonomonas,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253ADysgonomonas,Porphyromonadaceae,Dysgonomonas,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,3188.0,9.6961586423,372.0,1.1907048204,,
114,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Paraprevotella,110,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Paraprevotella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Paraprevotella,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253AParaprevotella,Paraprevotellaceae,Paraprevotella,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,132.0,0.4014720642,110.0,0.3520901351,,
115,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae,17,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Porphyromonadaceae,Bacteroidales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae,Porphyromonadaceae,,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,3188.0,9.6961586423,,,,
116,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Phascolarctobacterium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae:Phascolarctobacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Phascolarctobacterium,Veillonellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae%253APhascolarctobacterium,Veillonellaceae,Phascolarctobacterium,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,552.0,1.6788831777,2.0,0.0064016388,,
117,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales,12,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales,Betaproteobacteria,Proteobacteria,Bacteria,Methylophilales,Bacteria,Methylophilales,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMethylophilales,,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,15.0,0.0451848059,,,,,,
118,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Prevotella,13,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Paraprevotellaceae:Prevotella,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Prevotella,Paraprevotellaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AParaprevotellaceae%253APrevotella,Paraprevotellaceae,Prevotella,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,132.0,0.4014720642,5038.0,16.1257281864,,
119,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Butyricimonas,4,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Odoribacteraceae:Butyricimonas,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Butyricimonas,Odoribacteraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253AOdoribacteraceae%253AButyricimonas,Odoribacteraceae,Butyricimonas,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,11.0,0.0334560054,4.0,0.0128032776,,
120,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae,4,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,Coriobacteriaceae,Coriobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae,Coriobacteriaceae,,,MGYA00005318,33202.0,100.0,23.0,0.0692729354,20.0,0.0602373351,20.0,0.0602464078,20.0,0.0608291006,,,,
121,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:dolichum,1,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae:Eubacterium:dolichum,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,dolichum,Eubacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae%253AEubacterium%253Adolichum,Erysipelotrichaceae,Eubacterium,dolichum,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,11.0,0.0331305343,11.0,0.0331355243,11.0,0.0334560054,1.0,0.0032008194,1.0,0.0120264582
122,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Butyrivibrio,18,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Butyrivibrio,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Butyrivibrio,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AButyrivibrio,Lachnospiraceae,Butyrivibrio,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,18.0,0.0576147494,,
123,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales:Methylophilaceae,1,Bacteria:Proteobacteria:Betaproteobacteria:Methylophilales:Methylophilaceae,Betaproteobacteria,Proteobacteria,Bacteria,Methylophilales,Bacteria,Methylophilaceae,Methylophilales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253AMethylophilales%253AMethylophilaceae,Methylophilaceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,15.0,0.0451848059,3.0,0.0091243651,,,,
124,organisms,Bacteria:Proteobacteria:Betaproteobacteria:SBla14,12,Bacteria:Proteobacteria:Betaproteobacteria:SBla14,Betaproteobacteria,Proteobacteria,Bacteria,SBla14,Bacteria,SBla14,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ASBla14,,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,12.0,0.0361478447,,,,,,
125,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:gasigenes,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Clostridium:gasigenes,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,gasigenes,Clostridium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae%253AClostridium%253Agasigenes,Clostridiaceae,Clostridium,gasigenes,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,157.0,0.47750844,15.0,0.0480122911,1.0,0.0120264582
126,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira:pectinoschiza,5,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnospira:pectinoschiza,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,pectinoschiza,Lachnospira,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnospira%253Apectinoschiza,Lachnospiraceae,Lachnospira,pectinoschiza,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,399.0,1.2771269445,5.0,0.060132291
127,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia,85,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Roseburia,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Roseburia,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARoseburia,Lachnospiraceae,Roseburia,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,92.0,0.2944753857,,
128,organisms,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae,8,Bacteria:Firmicutes:Erysipelotrichi:Erysipelotrichales:Erysipelotrichaceae,Erysipelotrichi,Firmicutes,Bacteria,Erysipelotrichales,Bacteria,Erysipelotrichaceae,Erysipelotrichales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AErysipelotrichi%253AErysipelotrichales%253AErysipelotrichaceae,Erysipelotrichaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,11.0,0.0331305343,11.0,0.0331355243,11.0,0.0334560054,,,,
129,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,2,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Lachnobacterium,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Lachnobacterium,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ALachnobacterium,Lachnospiraceae,Lachnobacterium,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,2.0,0.0064016388,,
130,organisms,Bacteria:Proteobacteria:Betaproteobacteria:SC-I-84,3,Bacteria:Proteobacteria:Betaproteobacteria:SC-I-84,Betaproteobacteria,Proteobacteria,Bacteria,SC-I-84,Bacteria,SC-I-84,Betaproteobacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ASC-I-84,,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,3.0,0.0090369612,,,,,,
131,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:torques,3,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Ruminococcus:torques,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,torques,Ruminococcus,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ARuminococcus%253Atorques,Lachnospiraceae,Ruminococcus,torques,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,115.0,0.3680942321,3.0,0.0360793746
132,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales,34,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Bacteroidales,Bacteroidia,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales,,,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,,,,,,
133,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprophilus,1,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:coprophilus,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,coprophilus,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Acoprophilus,Bacteroidaceae,Bacteroides,coprophilus,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,1.0,0.0120264582
134,organisms,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae,1,Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae,Bacilli,Firmicutes,Bacteria,Lactobacillales,Bacteria,Streptococcaceae,Lactobacillales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253ABacilli%253ALactobacillales%253AStreptococcaceae,Streptococcaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,16.0,0.0481898681,10.0,0.0301232039,10.0,0.0304145503,,,,
135,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae,4,Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae,Gammaproteobacteria,Proteobacteria,Bacteria,Pasteurellales,Bacteria,Pasteurellaceae,Pasteurellales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253APasteurellales%253APasteurellaceae,Pasteurellaceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,47.0,0.1415790583,47.0,0.1429483865,,,,
136,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia:satelles,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Shuttleworthia:satelles,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,satelles,Shuttleworthia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AShuttleworthia%253Asatelles,Lachnospiraceae,Shuttleworthia,satelles,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,4.0,0.0128032776,1.0,0.0120264582
137,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:5-7N15,26,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:5-7N15,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,5-7N15,Bacteroidaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253A5-7N15,Bacteroidaceae,5-7N15,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,26.0,0.0832213047,,
138,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides,1029,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Parabacteroides,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,Parabacteroides,Porphyromonadaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253APorphyromonadaceae%253AParabacteroides,Porphyromonadaceae,Parabacteroides,,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,3188.0,9.6961586423,2773.0,8.8758722233,,
139,organisms,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:ovatus,405,Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Bacteroidaceae:Bacteroides:ovatus,Bacteroidia,Bacteroidetes,Bacteria,Bacteroidales,Bacteria,ovatus,Bacteroides,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253ABacteroidetes%253ABacteroidia%253ABacteroidales%253ABacteroidaceae%253ABacteroides%253Aovatus,Bacteroidaceae,Bacteroides,ovatus,MGYA00005318,33202.0,100.0,27517.0,82.8775374977,27516.0,82.874525631,27516.0,82.8870078622,18865.0,57.3770491803,18838.0,60.2970360412,405.0,4.8707155743
140,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Faecalibacterium:prausnitzii,14,Bacteria:Firmicutes:Clostridia:Clostridiales:Ruminococcaceae:Faecalibacterium:prausnitzii,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,prausnitzii,Faecalibacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ARuminococcaceae%253AFaecalibacterium%253Aprausnitzii,Ruminococcaceae,Faecalibacterium,prausnitzii,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,237.0,0.7208248426,14.0,0.0448114717,14.0,0.1683704149
141,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Klebsiella,1,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae:Klebsiella,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,Klebsiella,Enterobacteriaceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae%253AKlebsiella,Enterobacteriaceae,Klebsiella,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,9.0,0.0271108835,9.0,0.0273730953,1.0,0.0032008194,,
142,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Marvinbryantia:formatexigens,1,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Marvinbryantia:formatexigens,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,formatexigens,Marvinbryantia,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253AMarvinbryantia%253Aformatexigens,Lachnospiraceae,Marvinbryantia,formatexigens,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,1.0,0.0032008194,1.0,0.0120264582
143,organisms,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae,6,Bacteria:Proteobacteria:Gammaproteobacteria:Enterobacteriales:Enterobacteriaceae,Gammaproteobacteria,Proteobacteria,Bacteria,Enterobacteriales,Bacteria,Enterobacteriaceae,Enterobacteriales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253AGammaproteobacteria%253AEnterobacteriales%253AEnterobacteriaceae,Enterobacteriaceae,,,MGYA00005318,33202.0,100.0,2384.0,7.180290344,96.0,0.2891392085,9.0,0.0271108835,9.0,0.0273730953,,,,
144,organisms,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:stercoris,1,Bacteria:Actinobacteria:Coriobacteriia:Coriobacteriales:Coriobacteriaceae:Collinsella:stercoris,Coriobacteriia,Actinobacteria,Bacteria,Coriobacteriales,Bacteria,stercoris,Collinsella,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AActinobacteria%253ACoriobacteriia%253ACoriobacteriales%253ACoriobacteriaceae%253ACollinsella%253Astercoris,Coriobacteriaceae,Collinsella,stercoris,MGYA00005318,33202.0,100.0,23.0,0.0692729354,20.0,0.0602373351,20.0,0.0602464078,20.0,0.0608291006,16.0,0.0512131106,1.0,0.0120264582
145,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus,129,Bacteria:Firmicutes:Clostridia:Clostridiales:Lachnospiraceae:Coprococcus,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Coprococcus,Lachnospiraceae,genus,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253ALachnospiraceae%253ACoprococcus,Lachnospiraceae,Coprococcus,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,1996.0,6.070744244,129.0,0.4129057039,,
146,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae,57,Bacteria:Firmicutes:Clostridia:Clostridiales:Clostridiaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Clostridiaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AClostridiaceae,Clostridiaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,157.0,0.47750844,,,,
147,organisms,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Janthinobacterium:lividum,1,Bacteria:Proteobacteria:Betaproteobacteria:Burkholderiales:Oxalobacteraceae:Janthinobacterium:lividum,Betaproteobacteria,Proteobacteria,Bacteria,Burkholderiales,Bacteria,lividum,Janthinobacterium,species,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AProteobacteria%253ABetaproteobacteria%253ABurkholderiales%253AOxalobacteraceae%253AJanthinobacterium%253Alividum,Oxalobacteraceae,Janthinobacterium,lividum,MGYA00005318,33202.0,100.0,2384.0,7.180290344,2281.0,6.8700680682,2235.0,6.7325360725,37.0,0.1125338362,1.0,0.0032008194,1.0,0.0120264582
148,organisms,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae,40,Bacteria:Firmicutes:Clostridia:Clostridiales:Veillonellaceae,Clostridia,Firmicutes,Bacteria,Clostridiales,Bacteria,Veillonellaceae,Clostridiales,family,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AFirmicutes%253AClostridia%253AClostridiales%253AVeillonellaceae,Veillonellaceae,,,MGYA00005318,33202.0,100.0,3275.0,9.8638636227,3248.0,9.7825432203,3237.0,9.7508811037,552.0,1.6788831777,,,,
149,organisms,Bacteria:Chlorobi:Ignavibacteria:Ignavibacteriales,1,Bacteria:Chlorobi:Ignavibacteria:Ignavibacteriales,Ignavibacteria,Chlorobi,Bacteria,Ignavibacteriales,Bacteria,Ignavibacteriales,Ignavibacteria,order,2.0,https://www.ebi.ac.uk/metagenomics/api/v1/annotations/organisms/Bacteria%253AChlorobi%253AIgnavibacteria%253AIgnavibacteriales,,,,MGYA00005318,33202.0,100.0,1.0,0.0030118668,1.0,0.0030118668,1.0,0.0030123204,,,,,,
